信息_链接,岗位名称,薪水,技能关键词,标签,工作经验,学历要求,工作地点,公司名称,公司信息,公司标签,其它信息,最低薪资,最高薪资,薪资单位,年薪月数,平均月薪,公司类型,公司规模,所属行业,城市,区域
http://www.zhaopin.com/jobdetail/CCL1504890030J40811324710.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,大数据开发工程师,1.2-2万,数据仓库 数据开发经验 Java Spark ETL开发经验 Flink 实时数仓开发经验 大数据引擎开发经验 汽车后市场行业,数据仓库,5-10年,本科,广州·白云·同和,枫车创科技(广东)有限公司,民营 100-299人 汽车后市场,袁女士·HR,昨日活跃,12000.0,20000.0,万,12.0,16000.0,民营,100-299人,汽车后市场,广州,白云
http://www.zhaopin.com/jobdetail/CC120137340J40857663609.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,Python+UEV 全栈开发工程师（中级 / 初级）,1-2万,Python 前端,Python,1-3年,本科,广州·黄埔·永和,同方鼎欣科技股份有限公司,股份制企业 1000-9999人 软件/IT服务,沙女士·人事招聘主管,12小时内回复可能性大,10000.0,20000.0,万,12.0,15000.0,股份制,1000-9999人,软件/IT服务,广州,黄埔
http://www.zhaopin.com/jobdetail/CCL1256897760J40848468601.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,工业数据中台开发工程师,1-1.5万,Kafka Flink 化工 数据治理,Kafka,3-5年,本科,广州·越秀·北京街道,开波特(武汉)人工智能有限公司,民营 20-99人 人工智能,郭先生·人事经理,今日活跃,10000.0,15000.0,万,12.0,12500.0,民营,人工智能,,广州,越秀
http://www.zhaopin.com/jobdetail/CC203141120J40845264905.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,python,1.3-1.4万,Python Odoo,Python,3-5年,大专,广州·番禺·化龙,大连运筹科技有限公司,合资 20-99人 软件/IT服务,孟女士·人事经理,12小时内回复可能性大,13000.0,14000.0,万,12.0,13500.0,合资,20-99人,软件/IT服务,广州,番禺
http://www.zhaopin.com/jobdetail/CC000269110J40695589913.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,大数据高级工程师,1.5-3万,数据治理 Java Spark Flink 数仓开发 数据运维 短期出差 SQL,数据治理,5-10年,本科,广州·花都·新雅,中电科普天科技股份有限公司,上市公司 1000-9999人 通信/网络设备,崔轶映·人事经理,,15000.0,30000.0,万,12.0,22500.0,上市公司,1000-9999人,通信/网络设备,广州,花都
http://www.zhaopin.com/jobdetail/CCL1256897760J40848453601.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,工业Kafka/Flink 开发工程师,1-1.5万,Kafka Flink 化工 数据治理,Kafka,3-5年,本科,广州·越秀·北京街道,开波特(武汉)人工智能有限公司,民营 20-99人 人工智能,郭先生·人事经理,今日活跃,10000.0,15000.0,万,12.0,12500.0,民营,人工智能,,广州,越秀
http://www.zhaopin.com/jobdetail/CC000544460J40376307916.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,大数据工程师,1.6-2万,数仓开发 Hive Kudu,数仓开发,3-5年,大专,广州·天河·冼村,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,林女士·招聘,12小时内回复可能性大,16000.0,20000.0,万,12.0,18000.0,上市公司,10000人以上,软件/IT服务,广州,天河
http://www.zhaopin.com/jobdetail/CC136167500J40832093807.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,数据治理资深工程师9709,1.3-1.8万·14薪,数据治理,数据治理,3-5年,本科,广州·黄埔·联和,健合(中国)有限公司,上市公司 1000-9999人 食品/饮品/烟酒制造,王雅婷·人事经理,3小时内回复可能性大,13000.0,18000.0,万,14.0,15500.0,上市公司,1000-9999人,食品/饮品/烟酒制造,广州,黄埔
http://www.zhaopin.com/jobdetail/CC120143600J40939907615.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,python开发,1.1-1.4万,Python,Python,3-5年,本科,广州·天河·冼村,浪潮集团,国企 10000人以上 软件/IT服务,苏女士·招聘专员,5日内活跃,11000.0,14000.0,万,12.0,12500.0,国企,10000人以上,软件/IT服务,广州,天河
http://www.zhaopin.com/jobdetail/CCL1513525230J40842204805.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,AI应用软件开发工程师,8000-16000元,Django Celery SQL Linux MySQL PostgreSQL Redis Java JavaScript,Django,3-5年,本科,广州·黄埔·云埔,北京心悦加科技有限公司,民营 20-99人 人工智能,顾焱·人事经理,7日内活跃,8000.0,16000.0,元,12.0,12000.0,民营,人工智能,,广州,黄埔
http://www.zhaopin.com/jobdetail/CCL1512083690J40866666103.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,开发工程师,6000-10000元,Java JavaScript MySQL,Java,1-3年,本科,广州·番禺·大龙,广州软航信息科技有限公司,民营 20-99人 软件/IT服务,沈芳·人事经理,3小时内回复可能性大,6000.0,10000.0,元,12.0,8000.0,民营,20-99人,软件/IT服务,广州,番禺
http://www.zhaopin.com/jobdetail/CC157088920J40811382016.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,python开发（稳定/双休现场面）,1.4-2.1万,Django Tornado Flask,Django,3-5年,本科,广州·黄埔·联和,拓保软件,民营 1000-9999人 软件/IT服务,练女士·高级招聘经理,昨日活跃,14000.0,21000.0,万,12.0,17500.0,民营,1000-9999人,软件/IT服务,广州,黄埔
http://www.zhaopin.com/jobdetail/CC000163970J40881330203.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,大数据开发工程师（天河区）,1.2-1.5万,存储过程 触发器、游标编程 性能调优 Python hive MySQL Oracle,存储过程,1-3年,本科,广州·天河·猎德,博彦科技,上市公司 10000人以上 软件/IT服务,陈女士·招聘,,12000.0,15000.0,万,12.0,13500.0,上市公司,10000人以上,软件/IT服务,广州,天河
http://www.zhaopin.com/jobdetail/CCL1391171010J40885337903.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,中级python开发,1-1.5万,Django Tornado PostgreSQL RPA,Django,5-10年,大专,广州·黄埔·联和,广州九路科技有限公司,民营 100-299人 产业互联网平台,罗春杏·招聘经理,3日内活跃,10000.0,15000.0,万,12.0,12500.0,民营,100-299人,产业互联网平台,广州,黄埔
http://www.zhaopin.com/jobdetail/CC593957380J40860841805.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,资深后端工程师,1-1.8万·13薪,Python Django Flask MySQL AI AGENT LLM智能体,Python,3-5年,本科,广州·番禺·新造,石家庄博瑞迪生物技术有限公司,民营 100-299人 生物/制药,谢映娜·人事经理,,10000.0,18000.0,万,13.0,14000.0,民营,100-299人,生物/制药,广州,番禺
http://www.zhaopin.com/jobdetail/CCL1320891960J40842770811.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,Python开发,1.4-1.5万,Python,Python,3-5年,大专,广州·白云·三元里,深圳建广数字科技有限公司青岛分公司,民营 20人以下 软件/IT服务,吴晓·人事经理,今日活跃,14000.0,15000.0,万,12.0,14500.0,民营,20人以下,软件/IT服务,广州,白云
http://www.zhaopin.com/jobdetail/CCL1391171010J40889821203.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,中级python,1-1.5万,Shell Django,Shell,3-5年,大专,广州·海珠·琶洲,广州九路科技有限公司,民营 100-299人 产业互联网平台,卜苏康·人事经理,今日回复2次,10000.0,15000.0,万,12.0,12500.0,民营,100-299人,产业互联网平台,广州,海珠
http://www.zhaopin.com/jobdetail/CC854626770J40947506202.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,广州-python大模型后端,1.5-2万,大模型 Python OPENCLAW,大模型,1-3年,本科,广州·天河·冼村,四川智服人力资源有限公司,民营 500-999人 人力资源,陈玉娟·人事经理,12小时内回复可能性大,15000.0,20000.0,万,12.0,17500.0,民营,人力资源,,广州,天河
http://www.zhaopin.com/jobdetail/CC138904820J40929276008.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,Python Developer,1-1.7万,MySQL LLM AI AGENT RAG SQLServer,MySQL,1-3年,本科,广州·黄埔·龙湖,恩士迅信息科技(中国)有限责任公司,外商独资 1000-9999人 软件/IT服务,符女士·HR,,10000.0,17000.0,万,12.0,13500.0,外商独资,1000-9999人,软件/IT服务,广州,黄埔
http://www.zhaopin.com/jobdetail/CC194883610J40885885403.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,数据开发工程师,1.7-2.3万,Sql 数据挖掘 ETL 数据库开发,Sql,1-3年,本科,广州·海珠·琶洲,南油外服,国企 10000人以上 人力资源,李颖·人事经理,12小时内回复可能性大,17000.0,23000.0,万,12.0,20000.0,国企,人力资源,,广州,海珠
http://www.zhaopin.com/jobdetail/CC871663870J40922544415.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,实在智能RPA工程师,6000-12000元,C++ 实在智能,C++,1-3年,本科,广州·番禺,广州市兰格雷科技有限公司,民营 20-99人 互联网电商,覃女士·总经理,1小时内回复可能性大,6000.0,12000.0,元,12.0,9000.0,民营,20-99人,互联网电商,广州,番禺
http://www.zhaopin.com/jobdetail/CC194883610J40883930003.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,数据开发工程师,1.7-2.3万,数据开发,数据开发,3-5年,本科,广州·海珠·琶洲,南油外服,国企 10000人以上 人力资源,沈女士·HR,12小时内回复可能性大,17000.0,23000.0,万,12.0,20000.0,国企,人力资源,,广州,海珠
http://www.zhaopin.com/jobdetail/CC593957380J40852077805.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,RPA开发工程师（双休）,8000-12000元·13薪,爬虫 Python AI,爬虫,经验不限,本科,广州·番禺·新造,石家庄博瑞迪生物技术有限公司,民营 100-299人 生物/制药,谢映娜·人事经理,,8000.0,12000.0,元,13.0,10000.0,民营,100-299人,生物/制药,广州,番禺
http://www.zhaopin.com/jobdetail/CC202740210J40991070304.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,中级开发工程师,1.8-2万,RAG LLM AI大模型,RAG,3-5年,本科,广州·海珠·华洲,润建股份,股份制企业 1000-9999人 通信/网络设备,牛琳琳·人事经理,,18000.0,20000.0,万,12.0,19000.0,股份制,1000-9999人,通信/网络设备,广州,海珠
http://www.zhaopin.com/jobdetail/CC637336920J40790779508.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,资深服务工程师（驻场）,7000-12000元,Shell Python 自动化 运维,Shell,3-5年,本科,广州·越秀·北京街道,广州向中科技有限公司,民营 20-99人 软件/IT服务,司徒真彦·人事经理,15小时前有回复,7000.0,12000.0,元,12.0,9500.0,民营,20-99人,软件/IT服务,广州,越秀
http://www.zhaopin.com/jobdetail/CCL1345360170J40701160916.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,后处理与图形绘制工程师,1.8-2.3万,PYTHON、OPENGL Matplotlib CAD、CAE,PYTHON、OPENGL,3-5年,硕士,广州·南沙·南沙,广东云湃科技有限责任公司,民营 20-99人 软件/IT服务,李女士·人事,1小时内回复可能性大,18000.0,23000.0,万,12.0,20500.0,民营,20-99人,软件/IT服务,广州,南沙
http://www.zhaopin.com/jobdetail/CCL1512780640J40857406612.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,数据工程师,8000-15000元,数据建模 ETL 数据中台开发 Sql Python Spark Kafka Hive OLAP MPP,数据建模,3-5年,大专,广州·天河·珠吉,科珠(广州)科技有限公司,20-99人 人工智能,韦女士·人事经理,高回复率,8000.0,15000.0,元,12.0,11500.0,,人工智能,,广州,天河
http://www.zhaopin.com/jobdetail/CCL1368201740J40827476309.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,MES开发工程师,1-1.2万,,,1-3年,本科,广州·番禺·石壁,湖南机企猫网络科技有限公司,民营 20-99人 产业互联网平台,隆志平·人事经理,今日回复3次,10000.0,12000.0,万,12.0,11000.0,民营,20-99人,产业互联网平台,广州,番禺
http://www.zhaopin.com/jobdetail/CC283627480J40792981611.htm?refcode=4019&srccode=401903&preactionid=b5ac19d0-1c11-49dc-9e40-cac6409717ce,Pyhon开发工程师,1-1.2万,JavaScript PyQt PostgreSQL,JavaScript,3-5年,本科,广州·海珠·官洲,广州嘉检医学检测有限公司,民营 100-299人 检测/认证/计量,姚先生·HRBP总监,今日回复50+次,10000.0,12000.0,万,12.0,11000.0,民营,100-299人,检测/认证/计量,广州,海珠
http://www.zhaopin.com/jobdetail/CCL1523896180J40935291308.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Python工程师(线上兼职),2000-4000元,Java Python MATLAB Django MySQL 深度学习 机器学习 计算机视觉,Java,经验不限,本科,深圳·南山·桃源,河南九页科技有限公司,民营 20-99人 软件/IT服务,顾先生·人事经理,高回复率,2000.0,4000.0,元,12.0,3000.0,民营,20-99人,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CC000544460J40551198416.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python工程师,1-1.8万,Python C++ NLP算法,Python,1-3年,本科,深圳·龙岗·平湖,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,李女士·招聘经理,12小时内回复可能性大,10000.0,18000.0,万,12.0,14000.0,上市公司,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC143806550J40846858814.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Python工程师,1.1-1.6万,Java Shell Sql Django Flask Scrapy MySQL Redis 网络安全,Java,3-5年,大专,深圳·南山·粤海,深圳市紫川软件有限公司,民营 500-999人 软件/IT服务,罗婷·人事经理,1小时内回复可能性大,11000.0,16000.0,万,12.0,13500.0,民营,500-999人,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CC417588230J40995064704.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Python工程师,1.2-1.5万,Python Django MySQL SQLServer Tornado Flask Redis Shell linux MQTT,Python,1-3年,本科,深圳·南山·粤海,湖南三友环保科技有限公司,民营 100-299人 环保,彭先生·HRBP,高回复率,12000.0,15000.0,万,12.0,13500.0,民营,100-299人,环保,深圳,南山
http://www.zhaopin.com/jobdetail/CC000544460J40800134516.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python工程师,1-1.6万,,,3-5年,本科,深圳·龙岗·平湖,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,陈女士·高级招聘专员,1小时内回复可能性大,10000.0,16000.0,万,12.0,13000.0,上市公司,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CCL1247330100J40852389302.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Python工程师,1.3-1.7万,Django MySQL Redis 后台开发 MongoDB PyQt Pandas MQTT,Django,3-5年,本科,深圳·南山·西丽,深圳市埃伯瑞科技有限公司,民营 20-99人 专用设备制造,王湘琳·HRBP,,13000.0,17000.0,万,12.0,15000.0,民营,20-99人,专用设备制造,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1507913120J40771728109.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Python工程师 助理接受小白,5000-8000元,Java JavaScript,Java,经验不限,大专,深圳·龙华·龙华,沙坪坝区金福源信息技术咨询服务工作室(个体工商户),20人以下 云计算,彭女士·人事经理,,5000.0,8000.0,元,12.0,6500.0,,20人以下,云计算,深圳,龙华
http://www.zhaopin.com/jobdetail/CC000544460J40795070716.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python工程师,1.3-1.5万,MySQL SQLServer PyQt linux QT,MySQL,1-3年,本科,深圳·龙岗·平湖,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,朱锐·高级招聘专员,15分钟内回复可能性大,13000.0,15000.0,万,12.0,14000.0,上市公司,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC385622410J40716368706.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python运维开发工程师-深圳,1.5-1.8万,系统运维 Python Ansible,系统运维,3-5年,大专,深圳·南山·西丽,深圳市法本信息技术股份有限公司,上市公司 1000-9999人 软件/IT服务,陈可·招聘经理,16小时前有回复,15000.0,18000.0,万,12.0,16500.0,上市公司,1000-9999人,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1480117890J40861618405.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Java/C/C++/python/测试工程师,1.3-2.6万·14薪,Java Python C/C++,Java,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,魏女士·招聘专员,3小时内回复可能性大,13000.0,26000.0,万,14.0,19500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC000544460J40735553916.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,算法工程师（大模型、机器学习/深度学习、Python）,1.2-1.6万,深度学习 机器学习 大模型算法 运筹优化 时间序列 PYTHON算法 大模型,深度学习,3-5年,本科,深圳·龙岗·坂田,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,张先生·招聘经理,12小时内回复可能性大,12000.0,16000.0,万,12.0,14000.0,上市公司,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC602497920J40851318701.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python开发工程师（AI应用方向）,1.2-2万,Python,Python,3-5年,本科,深圳·南山·粤海,深圳市永达电子信息股份有限公司,民营 100-299人 信息安全,文茜·HR,15小时前有回复,12000.0,20000.0,万,12.0,16000.0,民营,100-299人,信息安全,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1480117890J40858122505.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,软件开发工程师(JAVA/C++/C/Python/测试),1.7-3万,C语言 Python Java,C语言,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,林家慧·人事经理,12小时内回复可能性大,17000.0,30000.0,万,12.0,23500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC220858110J40862095410.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python后端开发工程师,1.2-1.8万,Sql Django,Sql,1-3年,本科,深圳·龙华·观湖,深圳市联华世纪通信技术有限公司,民营 100-299人 通信运营商/电信增值服务,陈薇·人事经理,高回复率,12000.0,18000.0,万,12.0,15000.0,民营,100-299人,通信运营商/电信增值服务,深圳,龙华
http://www.zhaopin.com/jobdetail/CCL1461615970J40933155415.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python/c++开发工程师,9000-15000元·14薪,本科,本科,3-5年,本科,深圳·福田·华强北,深圳市凯瑞佳易科技有限公司,港澳台公司 100-299人 通信/网络设备,杨女士·招聘主管,6小时内回复可能性大,9000.0,15000.0,元,14.0,12000.0,,100-299人,通信/网络设备,深圳,福田
http://www.zhaopin.com/jobdetail/CCL1480117890J40775572705.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Java/Python/C/C++/Web/测试工程师,1.4-2.8万·16薪,JavaScript C++ Spring C Mybatis MySQL Redis PostgreSQL 健身房 年终奖 下午茶零食,JavaScript,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,姚女士·招聘主管,6小时内回复可能性大,14000.0,28000.0,万,16.0,21000.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC495147320J40847914611.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,Python开发工程师 （智能体 / Agent方向）,1.8-2.5万,,,5-10年,本科,深圳·南山·蛇口,牧原股份,上市公司 10000人以上 畜牧业,王女士·hr,高回复率,18000.0,25000.0,万,12.0,21500.0,上市公司,10000人以上,畜牧业,深圳,南山
http://www.zhaopin.com/jobdetail/CC000544460J40739753216.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python自动化测试工程师,9000-15000元,Python Linux PYTEST,Python,1-3年,本科,深圳·龙岗·平湖,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,柴静·人事经理,12小时内回复可能性大,9000.0,15000.0,元,12.0,12000.0,上市公司,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CCL1480117890J40864540405.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,软件开发工程师（Java/C/C++/python/JS）,1.5-3万,C C++ Python,C,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,张先生·HR,6小时内回复可能性大,15000.0,30000.0,万,12.0,22500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC637366030J40775990306.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,测试开发工程师（有Python开发能力）,1.1-1.2万,Java Python Shell C/C++,Java,1-3年,本科,深圳·南山·粤海,博彦科技承德有限公司,股份制企业 1000-9999人 软件/IT服务,金女士·招聘主管,15小时前有回复,11000.0,12000.0,万,12.0,11500.0,股份制,1000-9999人,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1480117890J40614947605.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,java/c++/C/Python/前端开发工程师,1.5-3万·14薪,C语言 Java Python,C语言,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,王博·人力资源招聘顾问,3日内活跃,15000.0,30000.0,万,14.0,22500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC000544460J40816591916.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python开发工程师,1.2-2万,AI 信创,AI,3-5年,大专,深圳·南山·粤海,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,李倩·HR,12小时内回复可能性大,12000.0,20000.0,万,12.0,16000.0,上市公司,10000人以上,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1522430040J40856264614.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python后端开发工程师助理,8000-13000元·13薪,Flask MySQL 后端服务开发 系统集成与联调 技术文档整理 Python,Flask,1-3年,本科,深圳·南山·粤海,深圳市智元数创科技有限公司,20-99人 软件/IT服务,杨小平·人事经理,昨日活跃,8000.0,13000.0,元,13.0,10500.0,,20-99人,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1480117890J40859354405.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,C/C++/Python/JS/C#/JAVA软件开发工程师,1.5-3万·14薪,C语言 Java Python,C语言,1-3年,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,牛女士·招聘专员,6小时内回复可能性大,15000.0,30000.0,万,14.0,22500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CC000544460J40816038716.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python开发工程师,1.3-1.7万,Django RPA 信创,Django,3-5年,大专,深圳·南山·粤海,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,李女士·招聘经理,6小时内回复可能性大,13000.0,17000.0,万,12.0,15000.0,上市公司,10000人以上,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CC347226980J40833770810.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,python开发工程师/python爬虫方向,1.4-2.5万,数据采集,数据采集,3-5年,本科,深圳·龙岗·坂田,深圳市猎芯科技有限公司,民营 300-499人 半导体/芯片,刘婷·人事经理,今日回复15次,14000.0,25000.0,万,12.0,19500.0,民营,300-499人,半导体/芯片,深圳,龙岗
http://www.zhaopin.com/jobdetail/CCL1480117890J40857317805.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,C/C++/Python/JS /JAVA /C# 软件开发工程师,1.8-3.5万·16薪,C语言 Java Python 嵌入式开发 图形图像处理 Linux开发,C语言,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,王佳雯·招聘主管,高回复率,18000.0,35000.0,万,16.0,26500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
http://www.zhaopin.com/jobdetail/CCL1320891960J40848974811.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,react前端开发工程师（python）,1.4-1.5万,React Python 架构设计,React,5-10年,本科,深圳·南山·粤海,深圳建广数字科技有限公司青岛分公司,民营 20人以下 软件/IT服务,高欣·人事经理,12小时内回复可能性大,14000.0,15000.0,万,12.0,14500.0,民营,20人以下,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CC385622410J40774498106.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,中/高级软件开发工程师（Python/Go）-线上面试,1.3-2.1万,DEVOPS Python GO,DEVOPS,3-5年,大专,深圳·南山·西丽,深圳市法本信息技术股份有限公司,上市公司 1000-9999人 软件/IT服务,佘瑾·招聘顾问,17小时前有回复,13000.0,21000.0,万,12.0,17000.0,上市公司,1000-9999人,软件/IT服务,深圳,南山
http://www.zhaopin.com/jobdetail/CCL1480117890J40858716905.htm?refcode=4019&srccode=401903&preactionid=c6e8f475-25cd-4827-b220-6e9c28304fcd,java/python/c/c++开发工程师,1.5-3万·14薪,C++ C Python,C++,经验不限,本科,深圳·龙岗·坂田,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,牛女士·招聘专员,6小时内回复可能性大,15000.0,30000.0,万,14.0,22500.0,合资,10000人以上,软件/IT服务,深圳,龙岗
